,air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type
397,3.25,63.04,0.7,42.08,3443.0,78.26,3.91,0.0
398,1.82,44.09,0.7,23.55,1927.0,61.41,3.07,0.0
399,3.0,59.75,0.7,38.87,3180.0,75.33,3.77,0.0
400,3.15,61.64,0.7,40.71,3331.0,77.01,3.85,0.0
401,1.47,39.49,0.7,19.05,1559.0,57.32,2.87,0.0
402,2.7,55.76,0.7,34.97,2861.0,71.79,3.59,0.0
403,2.36,51.24,0.7,30.54,2499.0,67.77,3.39,0.0
404,1.69,42.4,0.7,21.9,1792.0,59.91,3.0,0.0
405,2.59,54.3,0.7,33.54,2744.0,70.49,3.52,0.0
406,2.84,57.64,0.7,36.8,3011.0,73.46,3.67,0.0
407,2.71,55.93,0.7,35.13,2874.0,71.93,3.6,0.0
408,1.93,45.55,0.7,24.98,2044.0,62.71,3.14,0.0
409,1.17,35.43,0.7,15.08,1234.0,53.71,2.69,0.0
410,2.59,54.34,0.7,33.57,2747.0,70.52,3.53,0.0
411,1.59,41.03,0.7,20.56,1682.0,58.69,2.93,0.0
412,2.14,48.39,0.7,27.76,2271.0,65.23,3.26,0.0
413,2.61,54.5,0.7,33.73,2760.0,70.67,3.53,0.0
414,2.53,53.55,0.7,32.8,2684.0,69.82,3.49,0.0
415,3.3,63.7,0.7,42.73,3496.0,78.84,3.94,0.0
416,2.56,53.86,0.7,33.11,2709.0,70.1,3.51,0.0
417,3.31,63.76,0.7,42.79,3501.0,78.9,3.95,0.0
418,2.33,50.88,0.7,30.19,2470.0,67.44,3.37,0.0
419,1.47,39.49,0.7,19.05,1559.0,57.32,2.87,0.0
420,3.08,60.79,0.7,39.88,3263.0,76.26,3.81,0.0
421,1.28,36.98,0.7,16.6,1358.0,55.09,2.75,0.0
422,2.07,47.34,0.7,26.73,2187.0,64.3,3.22,0.0
423,2.64,55.0,0.7,34.22,2800.0,71.11,3.56,0.0
424,1.5,39.84,0.7,19.4,1587.0,57.63,2.88,0.0
425,2.81,57.13,0.7,36.3,2970.0,73.0,3.65,0.0
426,2.09,47.71,0.7,27.1,2217.0,64.63,3.23,0.0
427,1.32,37.49,0.7,17.1,1399.0,55.54,2.78,0.0
428,1.8,43.85,0.7,23.32,1908.0,61.2,3.06,0.0
429,2.79,56.99,0.7,36.17,2959.0,72.88,3.64,0.0
430,2.25,49.79,0.7,29.13,2383.0,66.48,3.32,0.0
431,1.52,40.15,0.7,19.7,1612.0,57.91,2.9,0.0
